original,substitution,total_substitutions
ɛ,θ,1
ʊ̃,æ,1
u,ʃ,1
i,ɵ,1
v,z,1
n,ɵ,1
n̩,a,1
ɡ,ɹ,1
ɪ,ħ,1
æ̃,z,1
θ,w,1
ɑ̃,ɹ,1
d,oː,1
ð,aː,1
ũ,uː,1
ʊ̃,k,1
w,θ,1
t,ŋ,1
ʌ̃,ɛ,1
l̩,ð,1
a,iː,1
ʔ,j,1
p,ð,1
ð,ɲ,1
d,øː,1
h,ɜ,1
n,u,1
e,f,1
ã,n,1
w,ʉ,1
n̩,s,1
õ,k,1
ʊ̃,ə,1
ẽ,p,1
ɡ,f,1
m,eː,1
ɡ,θ,1
ɾ̃,f,1
n̩,r,1
ɹ,ɔː,1
b,ŋ,1
ɾ̃,p,1
w,ŋ,1
ɑ,x,1
d,ɜ,1
u,m,1
v,o,1
θ,ɡ,1
n̩,h,1
n̩,ɡ,1
θ,ɑː,1
ʊ̃,w,1
h,v,1
p,w,1
e,œ,1
m,ᵻ,1
ʌ̃,æ,1
e,b,1
f,u,1
ð,ɾ,1
æ,p,1
n̩,aː,1
ɔ,i,1
ɔ̃,a,1
ɪ,x,1
ɑ̃,v,1
m̩,ð,1
n̩,ɔ,1
h,e,1
ɛ̃,d,1
ɾ,ɔː,1
ɡ,ɾ,1
l̩,s,1
ɾ̃,ᵻ,1
i,x,1
ɹ,ɡ,1
ɑ,ɡ,1
ɛ̃,t,1
f,ɐ,1
w,eː,1
m,ɑ,1
ɾ,k,1
ɔ,s,1
b,eː,1
ɪ,ɔː,1
h,ħ,1
l,ħ,1
v,yː,1
i,p,1
ɑ,eː,1
ʃ,o,1
ʔ,aː,1
ʌ̃,ɾ,1
m,ɜ,1
ɛ,yː,1
d,ɔː,1
k,ʃ,1
k,θ,1
v,øː,1
ɹ̩,k,1
ɹ,oː,1
p,ʌ,1
ʒ,eː,1
i,y,1
n̩,ɜː,1
j,ɔ,1
ɡ,m,1
θ,eː,1
e,θ,1
l,x,1
ʃ,ɡ,1
ʔ,ɜ,1
ɾ,b,1
i,u,1
æ,o,1
n,f,1
h,ʔ,1
ʃ,æ,1
ɛ,ʃ,1
l̩,r,1
k,f,1
ŋ,u,1
ʔ,ɑ,1
m̩,ɑː,1
a,z,1
s,ɑ,1
ɔ,f,1
θ,o,1
l,ʎ,1
ʃ,e,1
o,ɡ,1
k,r,1
p,d,1
ɹ̩,u,1
ɹ̩,ʉ,1
ʒ,ɐ,1
ɹ̩,r,1
ʃ,θ,1
ɔ,iː,1
z,j,1
s,i,1
ɪ,i̪,1
a,ɔ,1
n,ɾ,1
ɡ,ʔ,1
d,ħ,1
ʊ,eː,1
θ,aː,1
ĩ,m,1
w,ʒ,1
a,ɪ,1
ʌ,e̞,1
ɛ,øː,1
ɹ,eː,1
a,p,1
ŋ,ɚ,1
ʌ,ɕ,1
t,ʉ,1
ʒ,æ,1
w,ʃ,1
d,eː,1
θ,ɐ,1
l̩,m,1
æ,b,1
n,øː,1
ʒ,f,1
u,z,1
p,ɪ,1
ŋ,l,1
k,ũ,1
ʒ,oː,1
w,ɨ,1
b,ø,1
o,ʃ,1
s,ɔ,1
k,ʌ,1
ʌ,ʊ̃,1
u,p,1
t,øː,1
ɹ,ɔ,1
ɹ,ç,1
æ,m,1
ʔ,ʒ,1
æ,ɾ,1
d,f,1
z,ɡ,1
ɪ,ɜ,1
j,ʉ,1
ʊ̃,ɑː,1
ʒ,ɑː,1
h,b,1
s,œ,1
u,ð,1
ð,ɑː,1
k,ʉ,1
l,ø,1
ð,q,1
o,ʉ,1
o,ŋ,1
m,r,1
ɔ,ɛː,1
p,ɡ,1
ɡ,p,1
ɛ,ç,1
ɛ̃,m,1
u,øː,1
m,aː,1
ɑ,s,1
ɔ,ɾ,1
O,ɪ,1
I,m,1
l̩,v,1
l̩,iː,1
b,ɨ,1
ɹ,œ,1
n,r,1
t,ø,1
t,c,1
θ,i,1
k,l,1
ʊ,ʔ,1
ɡ,r,1
d,x,1
l,θ,1
i,øː,1
a,ɾ,1
n̩,ɑː,1
m,ø,1
ɛ,ɨ,1
ʌ,ɯ,1
i,ʉ,1
æ,ɲ,1
ð,i̪,1
ɾ̃,ɨ,1
ɹ,θ,1
ɑ,ɾ,1
θ,b,1
ŋ,r,1
f,ɔ,1
æ,θ,1
ʒ,h,1
j,øː,1
f,øː,1
θ,e,1
b,ɜː,1
j,ᵻ,1
ɡ,ʉ,1
o,ɵ,1
ŋ,ɐ,1
æ,f,1
p,ɹ,1
s,ø,1
f,oː,1
ɹ̩,y,1
n,ɜ,1
θ,h,1
A,iː,1
U,h,1
H,f,1
m̩,ɐ,1
ɾ,eː,1
d,θ,1
v,uː,1
ɔ,p,1
e,ɔː,1
ʒ,y,1
ʌ,ɭ,1
l,ɵ,1
ʃ,aː,1
ɡ,s,1
j,ʔ,1
ɛ,ɔː,1
d,o,1
ʌ̃,j,1
u,ʒ,1
e,ʒ,1
u,f,1
ʒ,ɨ,1
z,k,1
f,ʌ,1
l̩,z,1
ɛ̃,i,1
õ,r,1
b,z,1
ɑ̃,a,1
ʒ,e,1
m,ɨː,1
l̩,ʃ,1
ɪ,øː,1
m̩,iː,1
f,ɑː,1
z,ɜː,1
l̩,ɭ,1
θ,ʌ,1
ʒ,ɜː,1
a,ɜː,1
ɾ̃,b,1
ʔ,e,1
ɛ,f,1
θ,ŋ,1
d,u,1
ã,ɹ,1
ɾ,ɑ,1
s,aː,1
ɾ̃,ɜː,1
θ,v,1
ĩ,ð,1
e,ʉ,1
ĩ,a,1
l,ɨ,1
ʃ,y,1
h,ɜː,1
ɔ,ŋ,1
n̩,e,1
ẽ,ɛ,1
ʒ,ɹ,1
l̩,ɡ,1
ɾ,ʒ,1
ʒ,ɡ,1
ɾ,ø,1
ʌ̃,o,1
ɾ̃,s,1
ð,ɜ,1
d,ʒ,1
ʊ̃,ɾ,1
